medcodeid,observations,originalreadcode,cleansedreadcode,snomedctconceptid,snomedctdescriptionid,term,eth16,eth5,lshtm_2102,lshtm_2414,lshtm_4214,oc_opensafely_ethnicity
"2849971000006118",2,"^ESCTIN284997","","21993009","36899017","Indonesians","Other ethnic group","Other",,,,1
"3748491000006113",2,"^ESCTFI374849","","76768002","127466012","Filipinos","Other ethnic group","Other",,,,1
"3676561000006114",1,"^ESCTBR367656","","72337002","120201016","Brazilian Indians","Other ethnic group","Other",,,,1
"3761031000006117",1,"^ESCTAT376103","","77502007","128659016","Atacamenos","Other ethnic group","Other",,,,1
"141321000000118",200000,"9i3","9i3..00","92421000000102","141321000000118","White and Black Caribbean - ethnic category 2001 census","White and Black Caribbean","Mixed",1,1,1,1
"460153018",30000,"9SB5","9SB5.00","315634007","460153018","Black Caribbean and White","White and Black Caribbean","Mixed",1,1,1,1
"1968091000006110",20000,"9t04","9t04.00","976711000000103","2484791000000114","Mixed multiple ethnic groups: White and Black Caribbean - England and Wales ethnic category 2011 census","White and Black Caribbean","Mixed",1,1,1,1
"1968261000006110",700,"9t12","9t12.00","977391000000108","2486241000000118","Mixed multiple ethnic groups: White and Black Caribbean - Northern Ireland ethnic category 2011 census","White and Black Caribbean","Mixed",1,1,1,1
"141331000000116",200000,"9i4","9i4..00","92431000000100","141331000000116","White and Black African - ethnic category 2001 census","White and Black African","Mixed",1,1,1,1
"460154012",20000,"9SB6","9SB6.00","315635008","460154012","Black African and White","White and Black African","Mixed",1,1,1,1
"1968101000006116",20000,"9t05","9t05.00","976731000000106","2484831000000119","Mixed multiple ethnic groups: White and Black African - England and Wales ethnic category 2011 census","White and Black African","Mixed",1,1,1,1
"1968271000006115",500,"9t13","9t13.00","977411000000108","2486281000000114","Mixed multiple ethnic groups: White and Black African - Northern Ireland ethnic category 2011 census","White and Black African","Mixed",1,1,1,1
"196611000006111",200,"134L","134L.00","413466005","2533841013","Afro-Caucasian","White and Black African","Mixed",1,1,1,1
"141341000000113",200000,"9i5","9i5..00","92441000000109","141341000000113","White and Asian - ethnic category 2001 census","White and Asian","Mixed",1,1,1,1
"285991010",30000,"9SB2","9SB2.00","186021006","285991010","Other ethnic, Asian/White orig","White and Asian","Mixed",1,1,1,1
"1968111000006118",20000,"9t06","9t06.00","976751000000104","2484871000000117","Mixed multiple ethnic groups: White and Asian - England and Wales ethnic category 2011 census","White and Asian","Mixed",1,1,1,1
"4740361000006111",800,"^ESCTOT474036","","186021006","2764123018","Other ethnic, Asian/White origin","White and Asian","Mixed",1,1,1,1
"1968281000006117",800,"9t14","9t14.00","977431000000100","2486321000000118","Mixed multiple ethnic groups: White and Asian - Northern Ireland ethnic category 2011 census","White and Asian","Mixed",1,1,1,1
"141351000000111",300000,"9i6","9i6..00","92451000000107","141351000000111","Other Mixed background - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"285989019",40000,"9SB","9SB..00","186019001","285989019","Other ethnic, mixed origin","Other Mixed","Mixed",1,1,1,1
"158361000000116",30000,"9i64","9i64.00","92611000000106","158361000000116","Asian and Chinese - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"937511000006119",30000,"9i65","9i65.00","92621000000100","141501000000118","Other Mixed or Mixed unspecified - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"1968121000006114",30000,"9t07","9t07.00","976771000000108","2484911000000115","Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census","Other Mixed","Mixed",,,1,1
"157291000000115",20000,"9i62","9i62.00","110771000000104","157291000000115","Black and White - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"285951012",20000,"9S5","9S5..00","185998001","285951012","Black - other, mixed","Other Mixed","Mixed",1,1,1,1
"285993013",20000,"9SB4","9SB4.00","186023009","285993013","Other ethnic, other mixed orig","Other Mixed","Mixed",1,1,1,1
"141491000000112",10000,"9i63","9i63.00","92601000000109","141491000000112","Chinese and White - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"141511000000116",10000,"9iA9","9iA9.00","92631000000103","141511000000116","Mixed Asian - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"158371000000111",10000,"9iD3","9iD3.00","92721000000106","158371000000111","Mixed Black - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"285952017",8000,"9S51","9S51.00","185999009","285952017","Other Black - Black/White orig","Other Mixed","Mixed",1,1,1,1
"141471000000113",7000,"9i60","9i60.00","92581000000100","141471000000113","Black and Asian - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"285992015",5000,"9SB3","9SB3.00","186022004","285992015","Other ethnic, mixed white orig","Other Mixed","Mixed",1,1,1,1
"196681000006116",5000,"134J","134J.00","414752008","2533847012","Mixed racial group","Other Mixed","Mixed",,,,1
"285990011",4000,"9SB1","9SB1.00","186020007","285990011","Other ethnic, Black/White orig","Other Mixed","Mixed",1,1,1,1
"285953010",3000,"9S52","9S52.00","186000006","285953010","Other Black - Black/Asian orig","Other Mixed","Mixed",1,1,1,1
"459729014",1000,"ESCTMI5","","315239007","459729014","Mixed ethnic census group","Other Mixed","Mixed",1,1,1,1
"141481000000110",800,"9i61","9i61.00","92591000000103","141481000000110","Black and Chinese - ethnic category 2001 census","Other Mixed","Mixed",1,1,1,1
"4740401000006118",500,"^ESCTOT474040","","186023009","2668813019","Other ethnic, other mixed origin","Other Mixed","Mixed",1,1,1,1
"4740381000006118",300,"^ESCTOT474038","","186022004","2668812012","Other ethnic, mixed white origin","Other Mixed","Mixed",1,1,1,1
"1968291000006119",300,"9t15","9t15.00","977551000000106","2486561000000119","Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - Northern Ireland ethnic category 2011 census","Other Mixed","Mixed",1,1,1,1
"4740341000006112",100,"^ESCTOT474034","","186020007","2763938013","Other ethnic, Black/White origin","Other Mixed","Mixed",1,1,1,1
"1968471000006116",100,"9t26","9t26.00","978051000000102","2487561000000117","Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census","Other Mixed","Mixed",1,1,1,1
